,LGA Name,Facility ID,Facility Name
0,,MITCHE3674,Vermont South Club
1,Alpine Shire Council,ALPINE5519,Pioneer Park Recreation Reserve
2,Alpine Shire Council ,ALPINE10930,Mount Beauty Pool & Stadium
3,Alpine Shire Council ,ALPINE10928,Mount Beauty recreation Reserve
4,Alpine Shire Council ,ALPINE10924,Dederang Recreation reserve
5,Alpine Shire Council ,ALPINE10932,RC McNamara Reserve
6,Alpine Shire Council ,ALPINE10942,Porepunkah Recreation Reserve
7,Alpine Shire Council ,ALPINE10919,Bright Community Sports Stadium
8,Alpine Shire Council ,ALPINE10941,Myrtleford Indoor Sports Complex
9,Alpine Shire Council ,ALPINE10934,Myrtleford Savoy Sports Club
10,Alpine Shire Council ,ALPINE10944,Alpine Park Wandiligong
11,Alpine Shire Council ,ALPINE10918,Bright p-12 College
12,Alpine Shire Council ,ALPINE10925,Gapsted Recreation reserve
13,Alpine Shire Council ,ALPINE10927,Harrietville Recreation reserve
14,Alpine Shire Council ,ALPINE10937,Marian College
15,Alpine Shire Council ,ALPINE10935,Memorial Park
16,Alpine Shire Council ,ALPINE10938,Mummery Road Oval
17,Alpine Shire Council,ALPINE5428,Big Hill MTB Park
18,Alpine Shire Council,ALPINE11307,Myrtleford Recreation Reserve
19,Alpine Shire Council ,ALPINE10920,Bright Sports Centre
20,Alpine Shire Council ,ALPINE10921,Bright Golf Club
21,Alpine Shire Council ,ALPINE10922,Dederang Golf Course
22,Alpine Shire Council ,ALPINE10929,Mount Beauty Golf Club
23,Alpine Shire Council ,ALPINE10933,Myrtleford Golf Course
24,Alpine Shire Council ,ALPINE11452,Bright Community Stadium
25,Alpine Shire Council ,ALPINE11495,Mt Beauty Community Stadium
26,Alpine Shire Council ,ALPINE10917,Bright Bowls Club
27,Alpine Shire Council ,ALPINE10923,Dederang Bowls Club
28,Alpine Shire Council,ALPINE4257,Myrtleford Bowls Club
29,Alpine Shire Council ,ALPINE10943,Tawonga Bowls Club
30,Alpine Shire Council,ALPINE11260,Alpine Motocycle Club
31,Alpine Shire Council,ALPINE11277,Myrtleford Motocycle Club
32,Alpine Shire Council ,ALPINE10939,Myrtleford Race Track
33,Alpine Shire Council ,ALPINE10916,Bright Skate Park (lions Park)
34,Alpine Shire Council ,ALPINE10940,Cundy Park
35,Alpine Shire Council ,ALPINE10931,Lakeside Football Reserve
36,Alpine Shire Council ,ALPINE10936,Jubilee Park & Swimming Pool
37,Alpine Shire Council ,ALPINE10926,Gundowring Recreation reserve
38,Ararat Rural City Council,ARARAT12872,Gordon Street Recreation Reserve
39,Ararat Rural City Council,ARARAT12868,Alexandra Oval Reserve
40,Ararat Rural City Council,ARARAT12882,Lake Bolac Recreation Reserve
41,Ararat Rural City Council,ARARAT12884,Maroona Recreation Reserve
42,Ararat Rural City Council,ARARAT12885,Mininera Recreation Reserve
43,Ararat Rural City Council,ARARAT12886,Moyston Recreation Reserve
44,Ararat Rural City Council,ARARAT12889,Tatyoon Recreation Reserve
45,Ararat Rural City Council,ARARAT12894,Willaura Recreation Reserve
46,Ararat Rural City Council,ARARAT12865,Alexandra Hall
47,Ararat Rural City Council,ARARAT12871,Ararat Rural City Recreation and Aquatics Centre
48,Ararat Rural City Council,ARARAT12875,Aradale Cricket Ground
49,Ararat Rural City Council,ARARAT12876,Buangor Recreation Reserve
50,Ararat Rural City Council,ARARAT12879,Elmhurst Recreation Reserve
51,Ararat Rural City Council,ARARAT12887,Pomonal Recreation Reserve
52,Ararat Rural City Council,ARARAT12862,Richardson Oval
53,Ararat Rural City Council,ARARAT12891,Wickliffe Recreation Reserve
54,Ararat Rural City Council,ARARAT12864,Alexandra Croquet Club
55,Ararat Rural City Council,ARARAT5315,Ararat to Cowlands
56,Ararat Rural City Council,ARARAT5316,Ararat to Elmherst
57,Ararat Rural City Council,ARARAT5317,Armstrong Circuit
58,Ararat Rural City Council,ARARAT5130,David Blackie Velodrome
59,Ararat Rural City Council,ARARAT5318,One Tree Hill
60,Ararat Rural City Council,ARARAT5320,Tatyoon Circuit
61,Ararat Rural City Council ,ARARAT11308,Ararat Pony Club Grounds
62,Ararat Rural City Council,ARARAT12873,Aradale Golf Course
63,Ararat Rural City Council,ARARAT12863,Chalambar Bowls & Golf Club
64,Ararat Rural City Council,ARARAT12878,Elmhurst Golf Club
65,Ararat Rural City Council,ARARAT12883,Lake Bolac Golf Club
66,Ararat Rural City Council,ARARAT12888,Streatham Golf Club
67,Ararat Rural City Council,ARARAT12895,Willaura Golf Club
68,Ararat Rural City Council,ARARAT12874,Aradale Bowls Club
69,Ararat Rural City Council,ARARAT12866,Ararat Bowls
70,Ararat Rural City Council,ARARAT12870,Ararat VRI Bowls Club
71,Ararat Rural City Council,ARARAT12880,Lake Bolac & District Bowling Club
72,Ararat Rural City Council,ARARAT12892,Willaura Bowls Club
73,Ararat Rural City Council ,ARARAT11261,Ararat Motocycle Club
74,Ararat Rural City Council,ARARAT11173,Ararat Pistol Club
75,Ararat Rural City Council,ARARAT12867,Ararat Solar Olympic Swimming Pool
76,Ararat Rural City Council,ARARAT12881,Lake Bolac Swimming Pool
77,Ararat Rural City Council,ARARAT12893,Willaura Swimming Pool
78,Ararat Rural City Council,ARARAT12869,Ararat City Lawn Tennis
79,Ararat Rural City Council,ARARAT12877,Cathcart Tennis Club
80,Ararat Rural City Council,ARARAT12890,Warrak Recreation Reserve
81,Ballarat City Council,BALLAR12511,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium)
82,Ballarat City Council,BALLAR12497,Eastern Oval
83,Ballarat City Council,BALLAR12461,Anytime Fitness Ballarat
84,Ballarat City Council,BALLAR12462,Anytime Fitness Mount Clear
85,Ballarat City Council,BALLAR12538,Ballarat Squash and Raquetball
86,Ballarat City Council,BALLAR5487,Contours Wendouree
87,Ballarat City Council,BALLAR12491,Countours Wendouree
88,Ballarat City Council,BALLAR12492,CrossFit Ballarat
89,Ballarat City Council,BALLAR12493,Curves Sebastopol
90,Ballarat City Council,BALLAR12494,Curves Wendouree
91,Ballarat City Council,BALLAR12501,Fernwood Ballarat
92,Ballarat City Council,BALLAR12516,O'Briens Kickboxing & Boxing Gym
93,Ballarat City Council,BALLAR12517,On Track Personal Fitness
94,Ballarat City Council,BALLAR12525,Spartans Gym and Supplements
95,Ballarat City Council,BALLAR12527,Tennis Ballarat
96,Ballarat City Council,BALLAR12530,UniSports
97,Ballarat City Council,BALLAR12519,Prince of Wales Park
98,Ballarat City Council,BALLAR12479,Brown Hill Recreation Reserve
99,Ballarat City Council,BALLAR12486,C E Brown Recreation Reserve
100,Ballarat City Council,BALLAR12507,Llanberris Reserve
101,Ballarat City Council,BALLAR12533,University of Ballarat Oval
102,Ballarat City Council,BALLAR12460,Alfredton Recreation Reserve
103,Ballarat City Council,BALLAR12467,Ballarat Grammar Oval 2
104,Ballarat City Council,BALLAR12472,Ballarat Secondary College - East Campus
105,Ballarat City Council,BALLAR12473,Ballarat Secondary College - Wendouree Campus
106,Ballarat City Council,BALLAR12484,Buninyong Recreation Reserve
107,Ballarat City Council,BALLAR12489,City Oval
108,Ballarat City Council,BALLAR12495,Doug Dean Recreation Reserve 
109,Ballarat City Council,BALLAR12499,Eureka Stadium
110,Ballarat City Council,BALLAR12505,Learmonth Recreation Reserve
111,Ballarat City Council,BALLAR12509,Marty Busch Recreation Reserve
112,Ballarat City Council,BALLAR12512,Mount Clear Recreation Reserve
113,Ballarat City Council,BALLAR12514,Mount Pleasant Reserve
114,Ballarat City Council,BALLAR12520,Russell Square
115,Ballarat City Council,BALLAR12541,Western Oval
116,Ballarat City Council,BALLAR12542,White Flat
117,Ballarat City Council,BALLAR12468,Ballarat Ken Kay Badminton Stadium
118,Ballarat City Council,BALLAR12496,East Ballarat Recreation Centre
119,Ballarat City Council,BALLAR12498,Eastwood Leisure Complex
120,Ballarat City Council,BALLAR12543,MARS Minerdome
121,Ballarat City Council,BALLAR12537,Wendouree Sports & Events Centre 
122,Ballarat City Council,BALLAR12508,Major League Indoor Sports Centre
123,Ballarat City Council,BALLAR12474,Ballarat Skate Park (Len T Fraser Reserve)
124,Ballarat City Council,BALLAR5396,Victoria Park
125,Ballarat City Council,BALLAR12535,Victoria Park
126,Ballarat City Council,BALLAR12503,Invermay Recreation Reserve
127,Ballarat City Council,BALLAR12524,Sparrow Ground
128,Ballarat City Council,BALLAR12540,Wendouree West Recreation Reserve
129,Ballarat City Council,BALLAR12477,Ballarat Western Croquet Club
130,Ballarat City Council,BALLAR5429,Black Hill
131,Ballarat City Council,BALLAR5380,Burrumbeet Circuit
132,Ballarat City Council,BALLAR5382,Chris Cashin Memorial
133,Ballarat City Council,BALLAR5383,Learmonth - Windmill Circuit
134,Ballarat City Council,BALLAR5385,Miners Rest Circuit
135,Ballarat City Council,BALLAR12532,Univeristy of Ballarat Equestrian Centre
136,Ballarat City Council,BALLAR5560,4U Health and Fitness
137,Ballarat City Council,BALLAR12463,Ballarat Aquatic Centre
138,Ballarat City Council,BALLAR12466,Ballarat Golf Course
139,Ballarat City Council,BALLAR12483,Buninyong Golf Course
140,Ballarat City Council,BALLAR12510,Midlands Golf Course
141,Ballarat City Council,BALLAR12515,Mount Xavier Golf Course
142,Ballarat City Council,BALLAR12523,Sebastopol Squash and Raquetball
143,Ballarat City Council,BALLAR12464,Ballarat Bowling Club
144,Ballarat City Council,BALLAR12465,Ballarat East Bowling Club
145,Ballarat City Council,BALLAR12469,Ballarat Memorial Bowling Club
146,Ballarat City Council,BALLAR12470,Ballarat North Bowling Club
147,Ballarat City Council,BALLAR12482,Buninyong Bowling Club
148,Ballarat City Council,BALLAR12487,Central Wendouree Bowling Club
149,Ballarat City Council,BALLAR12488,City Bowling Club
150,Ballarat City Council,BALLAR12490,City Oval Bowling Club
151,Ballarat City Council,BALLAR12502,Invermay Bowling Club
152,Ballarat City Council,BALLAR12504,Learmonth Bowling Club
153,Ballarat City Council,BALLAR12522,Sebastopol Bowling Club
154,Ballarat City Council,BALLAR12534,Victoria Bowling Club
155,Ballarat City Council,BALLAR12536,Webbcona Bowling Club
156,Ballarat City Council,BALLAR11262,Ballarat Motocycle Club
157,Ballarat City Council,BALLAR12506,Llanberris Netball Centre
158,Ballarat City Council,BALLAR11214,Ballarat Yacht Club
159,Ballarat City Council,BALLAR11175,Ballarat Pistol Club
160,Ballarat City Council,BALLAR12518,Pleasant Street Reserve
161,Ballarat City Council,BALLAR12521,St Georges Reserve
162,Ballarat City Council,BALLAR12528,Tom Brown Reserve
163,Ballarat City Council,BALLAR12529,Trekardo Park
164,Ballarat City Council,BALLAR12478,Black Hill Swimming Pool
165,Ballarat City Council,BALLAR12480,Brown Hill Swimming Pool
166,Ballarat City Council,BALLAR12485,Buninyong Swimming Pool
167,Ballarat City Council,BALLAR12500,Eureka Swimming Complex
168,Ballarat City Council,BALLAR5488,Midlands Aquatic Play Space
169,Ballarat City Council,BALLAR5489,Sebastopol Aquatic Play Space
170,Ballarat City Council,BALLAR12526,Swim & Survival Academy
171,Ballarat City Council,BALLAR12531,UniSports Swimming Pool
172,Ballarat City Council,BALLAR12539,Wendouree Swimming Pool
173,Ballarat City Council,BALLAR12475,Ballarat Table Tennis Centre
174,Ballarat City Council,BALLAR5561,Trainor Taekwondo
175,Ballarat City Council,BALLAR12476,Ballarat Ten Pin Bowling Centre
176,Ballarat City Council,BALLAR12471,Ballarat Regional Tennis Centre
177,Ballarat City Council,BALLAR12481,Buninyong Association Tennis Centre
178,Ballarat City Council,BALLAR12513,Mount Helen Tennis Courts
179,Banyule City Council,BANYUL12798,Banyule Netball Stadium
180,Banyule City Council,BANYUL2628,Genesis Bundoora
181,Banyule City Council,BANYUL12842,Olympic Park
182,Banyule City Council,BANYUL12855,Willinda Park
183,Banyule City Council,BANYUL12794,AK Lines Reserve
184,Banyule City Council,BANYUL12795,Anthony Beale Reserve
185,Banyule City Council,BANYUL12800,Binnak Park
186,Banyule City Council,BANYUL12805,Chelsworth Park
187,Banyule City Council,BANYUL12813,De Winton Park
188,Banyule City Council,BANYUL12814,Dunvegan Reserve
189,Banyule City Council,BANYUL12815,Elder Street Reserve
190,Banyule City Council,BANYUL12818,Ford Park
191,Banyule City Council,BANYUL12822,Greensborough Park
192,Banyule City Council,BANYUL12824,Greensborough War Memorial Reserve
193,Banyule City Council,BANYUL12825,Heidelberg Cricket Ground
194,Banyule City Council,BANYUL12827,Heidelberg Park
195,Banyule City Council,BANYUL12829,Ivanhoe Park
196,Banyule City Council,BANYUL12836,Macleod Park
197,Banyule City Council,BANYUL12839,Montmorency Park North
198,Banyule City Council,BANYUL12860,Montmorency Park South
199,Banyule City Council,BANYUL12840,N J Telfer Reserve
200,Banyule City Council,BANYUL12844,Petrie Park
201,Banyule City Council,BANYUL12847,Seddon Reserve
202,Banyule City Council,BANYUL12848,Shelley Park
203,Banyule City Council,BANYUL12849,Simms Road Reserve
204,Banyule City Council,BANYUL12853,Warringal Parklands
205,Banyule City Council,BANYUL12854,Whatmough Park
206,Banyule City Council,BANYUL12856,Winsor Reserve
207,Banyule City Council,BANYUL12859,Yulong Reserve
208,Banyule City Council,BANYUL12837,Macleod Recreation & Fitness Centre
209,Banyule City Council,BANYUL12821,Glenauburn Reserve
210,Banyule City Council,BANYUL12835,Loyola Reserve
211,Banyule City Council,BANYUL12838,Malcolm Blair Reserve
212,Banyule City Council,BANYUL12841,Olympic Leisure Centre
213,Banyule City Council,BANYUL12799,Banyule Flats Reserve
214,Banyule City Council,BANYUL12803,Cartledge Reserve
215,Banyule City Council,BANYUL12804,Central Park
216,Banyule City Council,BANYUL12831,James Reserve
217,Banyule City Council,BANYUL12852,Warrawee Park
218,Banyule City Council,BANYUL11309,North Eastern Club Grounds
219,Banyule City Council,BANYUL11462,ACE Aerobics 
220,Banyule City Council,BANYUL12817,Anytime Fitness Greensborough
221,Banyule City Council,BANYUL12796,Anytime Fitness Heidelberg
222,Banyule City Council,BANYUL12801,Bodytone 
223,Banyule City Council,BANYUL5545,Contours Bundoora
224,Banyule City Council,BANYUL12807,Contours Ivanhoe
225,Banyule City Council,BANYUL12808,Contours Montmorency
226,Banyule City Council,BANYUL12810,Curves Bundoora
227,Banyule City Council,BANYUL12811,Curves Greensborough
228,Banyule City Council,BANYUL12816,F.I.T
229,Banyule City Council,BANYUL12797,Gym on Grimshaw
230,Banyule City Council,BANYUL12828,Ivanhoe Aquatic & Fitness Centre
231,Banyule City Council,BANYUL12832,Jetts Fitness Bundoora
232,Banyule City Council,BANYUL11476,Living Well Yoga and Health
233,Banyule City Council,BANYUL11485,Macleod YMCA
234,Banyule City Council,BANYUL12809,Take2 Fitness For Women
235,Banyule City Council,BANYUL12850,The Rusty Barbell 
236,Banyule City Council,BANYUL12823,WaterMarc
237,Banyule City Council,BANYUL12858,Yarra Swim School
238,Banyule City Council,BANYUL12826,Heidelberg Golf Club
239,Banyule City Council,BANYUL12802,Ivanhoe Golf Course
240,Banyule City Council,BANYUL12845,Rosanna Golf Club
241,Banyule City Council,BANYUL12812,Cyril Cummins Reserve
242,Banyule City Council,BANYUL4261,Bundoora Bowling Club
243,Banyule City Council,BANYUL12806,City of Heidleberg Bowling Club 
244,Banyule City Council,BANYUL12846,Greensborough Bowling Club
245,Banyule City Council,BANYUL12833,John Street Reserve
246,Banyule City Council,BANYUL12834,Kalparrin Gardens
247,Banyule City Council,BANYUL12819,Gabonia Avenue Reserve
248,Banyule City Council,BANYUL12843,Partingtons Flat
249,Banyule City Council,BANYUL12857,Yallambie Park
250,Banyule City Council,BANYUL12861,Eaglemont Tennis Club
251,Banyule City Council,BANYUL12830,Ivanhoe Tennis Club
252,Banyule City Council,BANYUL12851,Viewbank Reserve
253,Bass Coast Shire Council,BASSCO11895,Cowes Recreation Reserve
254,Bass Coast Shire Council,BASSCO5565,Inverloch Bowling Club
255,Bass Coast Shire Council,BASSCO11915,Wonthaggi Recreation Reserve
256,Bass Coast Shire Council,BASSCO11891,Bass Recreation Oval
257,Bass Coast Shire Council,BASSCO11900,Dalyston Recreation Reserve
258,Bass Coast Shire Council,BASSCO11903,Inverloch Recreation Reserve
259,Bass Coast Shire Council,BASSCO11918,Bass Coast Aquatic & Leisure Centre
260,Bass Coast Shire Council,BASSCO11892,Cape Paterson Sports Facility
261,Bass Coast Shire Council,BASSCO11893,Corinella Tennis and Bowls Club
262,Bass Coast Shire Council,BASSCO11894,Coronet Bay Recreation reserve
263,Bass Coast Shire Council,BASSCO11905,Inverloch Community Hub
264,Bass Coast Shire Council,BASSCO11898,Phillip Island leisure Centre
265,Bass Coast Shire Council,BASSCO11911,San Remo Recreation Reserve
266,Bass Coast Shire Council,BASSCO11904,Thompson Estate Reserve
267,Bass Coast Shire Council,BASSCO11901,Glen Alvie Recreation Reserve
268,Bass Coast Shire Council,BASSCO11916,McMahon Reserve
269,Bass Coast Shire Council,BASSCO11907,Newhaven Recreation Reserve
270,Bass Coast Shire Council,BASSCO11908,Rhyll Cricket Ground
271,Bass Coast Shire Council,BASSCO11899,Phillip Island Croquet Club
272,Bass Coast Shire Council,BASSCO5355,George Circuit
273,Bass Coast Shire Council,BASSCO5307,Phillip Island Circuit
274,Bass Coast Shire Council,BASSCO5353,Pound Creek Circuit
275,Bass Coast Shire Council,BASSCO5563,Blue Gum Reserve
276,Bass Coast Shire Council,BASSCO11311,Ventnor Common
277,Bass Coast Shire Council,BASSCO11312,Wonthaggi Club Grounds
278,Bass Coast Shire Council,BASSCO11310,Woolamai Racecourse 
279,Bass Coast Shire Council,BASSCO11896,Cowes Golf Club
280,Bass Coast Shire Council,BASSCO11906,Lang Lang Golf Club
281,Bass Coast Shire Council,BASSCO11914,Wonthaggie Golf Course
282,Bass Coast Shire Council,BASSCO5564,Phillip Island Bowling Club
283,Bass Coast Shire Council,BASSCO11917,Wonthaggi Bowls Club
284,Bass Coast Shire Council,BASSCO11269,Dandenong Motocycle Club
285,Bass Coast Shire Council,BASSCO11912,Phillip Island Grand Prix Circuit
286,Bass Coast Shire Council,BASSCO11919,Wonthaggi Race Track
287,Bass Coast Shire Council,BASSCO11215,Cowes Yacht Club
288,Bass Coast Shire Council,BASSCO11216,Newhaven Yacht Squadron Inc.
289,Bass Coast Shire Council,BASSCO11217,Rhyll Yacht Club
290,Bass Coast Shire Council,BASSCO11218,South Gippsland Yacht Club
291,Bass Coast Shire Council,BASSCO5569,Grantville Rifle Club
292,Bass Coast Shire Council,BASSCO5568,Wonthaggi Gun Club
293,Bass Coast Shire Council,BASSCO5572,Cowes Skate Park
294,Bass Coast Shire Council,BASSCO5571,Inverloch Skate Park
295,Bass Coast Shire Council,BASSCO5570,Wonthaggi Skate Park
296,Bass Coast Shire Council,BASSCO5566,Cape Paterson Surf Beach Life Saving Club
297,Bass Coast Shire Council,BASSCO11207,Cape Patterson Surf Life Saving Club
298,Bass Coast Shire Council,BASSCO11208,Inverloch Surf Life Saving Club
299,Bass Coast Shire Council,BASSCO11211,Woolamai Surf Life Saving Club
300,Bass Coast Shire Council,BASSCO11897,Cowes Outdoor Pool
301,Bass Coast Shire Council,BASSCO11920,Glen Forbes Recreation Reserve
302,Bass Coast Shire Council,BASSCO11902,Grantville Tennis Club
303,Bass Coast Shire Council,BASSCO5567,Kernot Recreation Reserve
304,Bass Coast Shire Council,BASSCO11909,Rhyll Park
305,Baw Baw Shire Council,BAWBAW12121,Geoff Watt Track
306,Baw Baw Shire Council,BAWBAW12077,Bellbird Park Recreation Reserve
307,Baw Baw Shire Council,BAWBAW12131,Brooker Park
308,Baw Baw Shire Council,BAWBAW12075,Buln Buln Recreation Reserve
309,Baw Baw Shire Council,BAWBAW12076,Darnum Recreation Reserve
310,Baw Baw Shire Council,BAWBAW12145,Dowton Park Recreation Reserve
311,Baw Baw Shire Council,BAWBAW12078,Drouin Recreation Reserve
312,Baw Baw Shire Council,BAWBAW12120,Eastern Park
313,Baw Baw Shire Council,BAWBAW12143,Ellinbank Recreation Reserve
314,Baw Baw Shire Council,BAWBAW12088,Hallora Recreation Reserve
315,Baw Baw Shire Council,BAWBAW12122,Logan Park
316,Baw Baw Shire Council,BAWBAW12092,Longwarry Recreation Reserve
317,Baw Baw Shire Council,BAWBAW12097,Neerim South Recreation Reserve
318,Baw Baw Shire Council,BAWBAW12106,Thorpdale Recreation Reserve
319,Baw Baw Shire Council,BAWBAW12111,Trafalgar Recreation Reserve
320,Baw Baw Shire Council,BAWBAW12125,Western Park Reserve
321,Baw Baw Shire Council,BAWBAW12144,Willow Grove Recreation Reserve
322,Baw Baw Shire Council,BAWBAW12132,EC Leeson Pavillion
323,Baw Baw Shire Council,BAWBAW12107,Thorpdale Badminton Club
324,Baw Baw Shire Council,BAWBAW12084,Bellbird Park Indoor Stadium
325,Baw Baw Shire Council,BAWBAW12103,Bells Stadium
326,Baw Baw Shire Council,BAWBAW12099,Neerim District recreation Centre
327,Baw Baw Shire Council,BAWBAW12137,St Pauls Anglican Grammer 
328,Baw Baw Shire Council,BAWBAW12113,Trafalgar High School
329,Baw Baw Shire Council,BAWBAW12130,Warragul Leisure Centre
330,Baw Baw Shire Council,BAWBAW12101,Rawson Recreation Reserve (Dunstan Oval)
331,Baw Baw Shire Council,BAWBAW12117,Trafalgar BMX Track
332,Baw Baw Shire Council,BAWBAW12139,Superfit Boxing
333,Baw Baw Shire Council,BAWBAW12074,Athlone Recreation Reserve
334,Baw Baw Shire Council,BAWBAW12151,Buln Buln Primary School
335,Baw Baw Shire Council,BAWBAW12150,Drouin Secondary College
336,Baw Baw Shire Council,BAWBAW12089,Kydd Park Reserve
337,Baw Baw Shire Council,BAWBAW12090,Lardner Recreation Reserve
338,Baw Baw Shire Council,BAWBAW12152,Marist Sion College
339,Baw Baw Shire Council,BAWBAW12149,Warragul Regional College
340,Baw Baw Shire Council,BAWBAW12083,Drouin Croquet Club
341,Baw Baw Shire Council,BAWBAW12127,Warragul Bowling Club & Croquet Club
342,Baw Baw Shire Council,BAWBAW5339,Burke St Criterium Circuit
343,Baw Baw Shire Council,BAWBAW5340,Cloverlea Circuit
344,Baw Baw Shire Council,BAWBAW5341,Darnum Circuit
345,Baw Baw Shire Council,BAWBAW5431,Erica MTB Park
346,Baw Baw Shire Council,BAWBAW5435,Mt Baw Baw
347,Baw Baw Shire Council,BAWBAW5342,Shady Creek Circuit
348,Baw Baw Shire Council,BAWBAW5344,Shady Creek Time Trial
349,Baw Baw Shire Council,BAWBAW12124,Warragul Velodrome
350,Baw Baw Shire Council,BAWBAW5345,Yarragoon Hill Climb
351,Baw Baw Shire Council,BAWBAW5522,Baw Baw Equestrian Centre
352,Baw Baw Shire Council,BAWBAW11313,"Bunyip Equestrian Park, Pound Rd Reserve"
353,Baw Baw Shire Council,BAWBAW11314,Neerim Showground
354,Baw Baw Shire Council,BAWBAW12110,Trafalgar Equestrian Park
355,Baw Baw Shire Council,BAWBAW12126,Braha Martial Arts & Fitness Centre
356,Baw Baw Shire Council,BAWBAW12136,Curves Moe
357,Baw Baw Shire Council,BAWBAW12135,Feel Good Fitness
358,Baw Baw Shire Council,BAWBAW12141,Fitness 101
359,Baw Baw Shire Council,BAWBAW12086,Gregory's Fitness Centre
360,Baw Baw Shire Council,BAWBAW12134,Jada Fitness
361,Baw Baw Shire Council,BAWBAW12138,Studio Samsara Fitness
362,Baw Baw Shire Council,BAWBAW12082,Drouin Golf and Country Club
363,Baw Baw Shire Council,BAWBAW12116,Trafalgar Golf Course
364,Baw Baw Shire Council,BAWBAW12129,Warragul Golf Club
365,Baw Baw Shire Council,BAWBAW11521,Warragul Gymnastic Club
366,Baw Baw Shire Council,BAWBAW12133,Goju Martial Arts
367,Baw Baw Shire Council,BAWBAW12080,Drouin Bowling Club
368,Baw Baw Shire Council,BAWBAW12093,Longwarry Bowls Club Inc.
369,Baw Baw Shire Council,BAWBAW12098,Neerim District Bowling Club
370,Baw Baw Shire Council,BAWBAW12108,Thorpdale & District Bowling Club Inc
371,Baw Baw Shire Council,BAWBAW12112,Trafalgar Bowls Club Inc
372,Baw Baw Shire Council,BAWBAW12148,Trafalgar Park Bowls Club
373,Baw Baw Shire Council,BAWBAW12146,Yarragon Bowling Club Inc
374,Baw Baw Shire Council,BAWBAW12140,Extinction Mixed Martial Arts
375,Baw Baw Shire Council,BAWBAW12085,Drouin Speedway
376,Baw Baw Shire Council,BAWBAW12123,Warragul Netball Park
377,Baw Baw Shire Council,BAWBAW11203,Warragul Drouin Pistol Club
378,Baw Baw Shire Council,BAWBAW12079,Drouin Skate Park
379,Baw Baw Shire Council,BAWBAW12100,Neerim South Skate Park
380,Baw Baw Shire Council,BAWBAW12118,Trafalgar Skate Park
381,Baw Baw Shire Council,BAWBAW12128,Warragul Tennis & Skate park
382,Baw Baw Shire Council,BAWBAW12119,Baxter Reserve
383,Baw Baw Shire Council,BAWBAW12102,Rawson Indoor Swimming pool
384,Baw Baw Shire Council,BAWBAW12096,Neerim South Swimming pool
385,Baw Baw Shire Council,BAWBAW12109,Thorpdale Swimming Pool
386,Baw Baw Shire Council,BAWBAW12115,Trafalgar Swimming Pool
387,Baw Baw Shire Council,BAWBAW12081,Balmoral Park Reserve
388,Baw Baw Shire Council,BAWBAW12087,Ellinbank Central Tennis Club
389,Baw Baw Shire Council,BAWBAW12091,Lillico Tennis Club 
390,Baw Baw Shire Council,BAWBAW12114,McGregor Park
391,Baw Baw Shire Council,BAWBAW12094,Modella tennis Club
392,Baw Baw Shire Council,BAWBAW12105,Moondara Tennis Courts
393,Baw Baw Shire Council,BAWBAW12095,Neerim Junction Tennis Club
394,Baw Baw Shire Council,BAWBAW12153,Noojee Tennis Court
395,Baw Baw Shire Council,BAWBAW12104,Rokeby tennis club
396,Baw Baw Shire Council,BAWBAW12142,Warragul North Tennis Club
397,Baw Baw Shire Council,BAWBAW12147,Yarragon tennis Club
398,Bayside City Council,BAYSID12345,Dendy Park
399,Bayside City Council,BAYSID5411,Glamis Avenue Reserve
400,Bayside City Council,BAYSID12351,Glamis Avenue Reserve
401,Bayside City Council,BAYSID12372,Wilson Reserve
402,Bayside City Council,BAYSID12384,Banksia Reserve
403,Bayside City Council,BAYSID12330,Brighton Beach Oval
404,Bayside City Council,BAYSID5409,Brighton Beach Oval
405,Bayside City Council,BAYSID5405,Castlefield Reserve
406,Bayside City Council,BAYSID12388,Cheltenham Recreation Reserve
407,Bayside City Council,BAYSID5404,Dendy Park
408,Bayside City Council,BAYSID12358,Donald McDonald Reserve
409,Bayside City Council,BAYSID12352,Easternwick Park Recreation Oval
410,Bayside City Council,BAYSID5642,Highett Recreation Centre
411,Bayside City Council,BAYSID5402,Hurlingham Park
412,Bayside City Council,BAYSID5412,Peterson Street Reserve
413,Bayside City Council,BAYSID12376,Peterson Street Reserve
414,Bayside City Council,BAYSID12385,Tjilatjirrin Reserve
415,Bayside City Council,BAYSID5414,Trevor Barker Beach Oval
416,Bayside City Council,BAYSID12331,Trevor Barker Oval
417,Bayside City Council,BAYSID5401,William Street Reserve
418,Bayside City Council,BAYSID12392,William Street Reserve
419,Bayside City Council,BAYSID5400,Wilson Reserve
420,Bayside City Council,BAYSID12391,Moorabbin West Reserve
421,Bayside City Council,BAYSID12333,Balcombe Park Reserve
422,Bayside City Council,BAYSID12361,Bay Road Reserve
423,Bayside City Council,BAYSID12343,Beaumaris Reserve
424,Bayside City Council,BAYSID12337,Black Rock Primary School
425,Bayside City Council,BAYSID12362,Boss James Reserve
426,Bayside City Council,BAYSID12357,Brighton Cricket Oval
427,Bayside City Council,BAYSID12364,Castlefield Reserve
428,Bayside City Council,BAYSID12374,Cheltenham Park
429,Bayside City Council,BAYSID12359,Elsternwick Park
430,Bayside City Council,BAYSID12375,Hurlingham Park
431,Bayside City Council,BAYSID12363,R J Sillitoe Reserve
