,LGA Name,Facility ID,Facility Name
2747,Manningham City Council,MANNIN11005,Fernwood Bulleen
2748,Manningham City Council,MANNIN11007,Focus Health & Fitness
2749,Manningham City Council,MANNIN11008,Genesis Doncaster
2750,Manningham City Council,MANNIN10993,Gracie Jiu-Jitsu Templestowe
2751,Manningham City Council,MANNIN11011,Inspire Health & Wellness
2752,Manningham City Council,MANNIN11013,Life your Way
2753,Manningham City Council,MANNIN11006,RivvaPT
2754,Manningham City Council,MANNIN11003,Eastern Golf Club
2755,Manningham City Council,MANNIN11036,Yarra Valley Country Club
2756,Manningham City Council,MANNIN11461,BTYC Gymnastics
2757,Manningham City Council,MANNIN11455,Carey Gymnastics Club
2758,Manningham City Council,MANNIN11016,Mullum Mullum Reserve 
2759,Manningham City Council,MANNIN11301,Trinity Grammar Sports Ground
2760,Manningham City Council,MANNIN10998,Doncaster Bowling Club 
2761,Manningham City Council,MANNIN11026,Templestowe Bowls Club
2762,Manningham City Council,MANNIN10988,Bulleen Bowl
2763,Manningham City Council,MANNIN10985,Anderson Park
2764,Manningham City Council,MANNIN11017,Park Avenue Reserve 
2765,Manningham City Council,MANNIN11020,Petty's Reserve
2766,Manningham City Council,MANNIN11033,Westerfolds Sports Centre
2767,Manningham City Council,MANNIN11001,Doncaster Tennis Club
2768,Manningham City Council,MANNIN11010,Hillcrest Tennis Club
2769,Manningham City Council,MANNIN11019,Park Orchards Reserve  
2770,Mansfield Shire Council,MANSFI11077,Lords Reserve
2771,Mansfield Shire Council,MANSFI11075,Bonnie Doon Recreation Reserve
2772,Mansfield Shire Council,MANSFI11080,Mansfield recreation reserve
2773,Mansfield Shire Council,MANSFI11082,Mansfield Sporting Complex
2774,Mansfield Shire Council,MANSFI5445,Mansfield Mt Buller BMX Club
2775,Mansfield Shire Council,MANSFI11076,Botanic Park
2776,Mansfield Shire Council,MANSFI11085,Merton Recreation Reserve
2777,Mansfield Shire Council,MANSFI5357,Barwite Loop
2778,Mansfield Shire Council,MANSFI5359,Benella Road
2779,Mansfield Shire Council,MANSFI5362,Black & Tan
2780,Mansfield Shire Council,MANSFI5358,Buller Road Circuit
2781,Mansfield Shire Council,MANSFI5360,Chapel Hill ITT
2782,Mansfield Shire Council,MANSFI5363,Groves ITT
2783,Mansfield Shire Council,MANSFI5364,Lord Howes Circuit
2784,Mansfield Shire Council,MANSFI5418,Mount Buller MTB Complex
2785,Mansfield Shire Council,MANSFI5361,Sawpit Circuit
2786,Mansfield Shire Council,MANSFI5356,Whitfield Course
2787,Mansfield Shire Council,MANSFI11081,Mansfield Showgrounds
2788,Mansfield Shire Council,MANSFI11079,Mansfield Golf Club
2789,Mansfield Shire Council,MANSFI11486,Mansfield Gymnastic Club
2790,Mansfield Shire Council,MANSFI11078,Mansfield Bowls Club
2791,Mansfield Shire Council,MANSFI11274,Mansfield Motocycle Club
2792,Mansfield Shire Council,MANSFI11084,Merrijig race track
2793,Mansfield Shire Council,MANSFI11083,Mansfield Tennis Club
2794,Mansfield Shire Council,MANSFI11086,Tolmie Recreation reserve
2795,Mansfield Shire Council,MANSFI11087,Woods Point Tennis Court
2796,Maribyrnong City Council,MARIBY8478,Pennell Reserve
2797,Maribyrnong City Council,MARIBY8452,Dobson Reserve
2798,Maribyrnong City Council,MARIBY8462,Hanmer Reserve
2799,Maribyrnong City Council,MARIBY8463,Hansen Reserve
2800,Maribyrnong City Council,MARIBY8467,Kevin Shorten Reserve
2801,Maribyrnong City Council,MARIBY8468,Kinder Smith Reserve
2802,Maribyrnong City Council,MARIBY8473,Maribyrnong Reserve
2803,Maribyrnong City Council,MARIBY8475,McIvor Reserve
2804,Maribyrnong City Council,MARIBY8477,Mervyn G Hughes Oval
2805,Maribyrnong City Council,MARIBY8488,Whitten Oval
2806,Maribyrnong City Council,MARIBY8490,Yarraville Oval
2807,Maribyrnong City Council,MARIBY8456,Footscray Nicholson Recreation Centre (Vic Uni)
2808,Maribyrnong City Council,MARIBY8458,Footscray Park Aquatic and Fitness Centre (Vic Uni)
2809,Maribyrnong City Council,MARIBY8479,RecWest Braybrook
2810,Maribyrnong City Council,MARIBY8480,RecWest Footscray
2811,Maribyrnong City Council,MARIBY8482,Rogers Reserve
2812,Maribyrnong City Council,MARIBY8485,Skinner Reserve
2813,Maribyrnong City Council,MARIBY8447,Action Indoor Sports
2814,Maribyrnong City Council,MARIBY8489,Yarraville BXM
2815,Maribyrnong City Council,MARIBY8455,Footscray Boat Club
2816,Maribyrnong City Council,MARIBY8448,Angliss Reserve
2817,Maribyrnong City Council,MARIBY8457,Footscray Park
2818,Maribyrnong City Council,MARIBY8464,Henry Turner South Reserve
2819,Maribyrnong City Council,MARIBY8481,Robert Barrett Reserve
2820,Maribyrnong City Council,MARIBY8484,Scovell Reserve
2821,Maribyrnong City Council,MARIBY5281,Victoria University of Technology
2822,Maribyrnong City Council,MARIBY5530,Anytime Fitness West Footscray
2823,Maribyrnong City Council,MARIBY5535,Crunch Fitness
2824,Maribyrnong City Council,MARIBY5532,Derrimut 24/7 Gym
2825,Maribyrnong City Council,MARIBY8453,Fernwood Women's Health Clubs
2826,Maribyrnong City Council,MARIBY8454,Focus Health and Fitness Yarraville
2827,Maribyrnong City Council,MARIBY8460,Fusion Martial Arts & Fitness
2828,Maribyrnong City Council,MARIBY8461,Genesis Fitness Maidstone
2829,Maribyrnong City Council,MARIBY8470,Maidstone Health Club
2830,Maribyrnong City Council,MARIBY8472,Maribyrnong Aquatic Centre
2831,Maribyrnong City Council,MARIBY8487,United Force Gymnasium
2832,Maribyrnong City Council,MARIBY5531,Zoo Fitness - Braybrook
2833,Maribyrnong City Council,MARIBY8476,Medway Golf Club
2834,Maribyrnong City Council,MARIBY11467,Flip 4 Fun
2835,Maribyrnong City Council,MARIBY11523,Footscray City Gym Club
2836,Maribyrnong City Council,MARIBY8459,Footscray Park Bowling Club
2837,Maribyrnong City Council,MARIBY8483,Rosamond Bowling Club
2838,Maribyrnong City Council,MARIBY8486,Sunshine VRI Bowling Club
2839,Maribyrnong City Council,MARIBY4272,Yarraville Footscray Bowling Club
2840,Maribyrnong City Council,MARIBY8466,Johnson Reserve
2841,Maribyrnong City Council,MARIBY8469,Legacy Taekwon-Do
2842,Maribyrnong City Council,MARIBY8465,Highpoint AMF Bowling
2843,Maribyrnong City Council,MARIBY8450,Chruickshank Park
2844,Maroondah City Council,MAROON11020,Griff Hunt Reserve
2845,Maroondah City Council,MAROON11005,Contours Croydon
2846,Maroondah City Council,MAROON11007,Croydon Leisure & Aquatic Centre
2847,Maroondah City Council,MAROON11010,Curves Croydon
2848,Maroondah City Council,MAROON11011,Curves Ringwood
2849,Maroondah City Council,MAROON11016,Genesis Fitness Club Ringwood
2850,Maroondah City Council,MAROON11026,Jetts Fitness Ringwood
2851,Maroondah City Council,MAROON11035,Personal Fitness Centre Bayswater
2852,Maroondah City Council,MAROON11006,Tone and Trim Zone
2853,Maroondah City Council,MAROON11037,Proclamation Park
2854,Maroondah City Council,MAROON11048,Town Park
2855,Maroondah City Council,MAROON10999,Ainslie Park
2856,Maroondah City Council,MAROON11001,Barngeong Reserve
2857,Maroondah City Council,MAROON11003,Benson Oval (Eastfield Park)
2858,Maroondah City Council,MAROON11004,Cheong Park
2859,Maroondah City Council,MAROON11009,Croydon Park
2860,Maroondah City Council,MAROON11014,East Ringwood Reserve
2861,Maroondah City Council,MAROON11021,HE Parker Reserve
2862,Maroondah City Council,MAROON11023,Heathmont Reserve
2863,Maroondah City Council,MAROON11024,Hughes Park
2864,Maroondah City Council,MAROON11028,Jubilee Park
2865,Maroondah City Council,MAROON11029,Lipscombe Park
2866,Maroondah City Council,MAROON11032,Mullum Mullum Reserve
2867,Maroondah City Council,MAROON11033,North Ringwood Reserve
2868,Maroondah City Council,MAROON11038,Quambee Reserve
2869,Maroondah City Council,MAROON11027,John Frost Stadium
2870,Maroondah City Council,MAROON11030,Maroondah Indoor Sports Centre
2871,Maroondah City Council,MAROON11000,Arrabri Reserve
2872,Maroondah City Council,MAROON11044,Ringwood Skate Park
2873,Maroondah City Council,MAROON11049,Yarrunga Reserve
2874,Maroondah City Council,MAROON11002,Belmont Park
2875,Maroondah City Council,MAROON11013,Dorset Recreation Reserve
2876,Maroondah City Council,MAROON11017,Glen Park
2877,Maroondah City Council,MAROON11018,Gracedale Park
2878,Maroondah City Council,MAROON11019,Greenwood Park
2879,Maroondah City Council,MAROON11025,J. W. Manson Reserve
2880,Maroondah City Council,MAROON11036,Peter Verges Reserve
2881,Maroondah City Council,MAROON11046,Silcock Reserve
2882,Maroondah City Council,MAROON10998,Action Indoor Sports Ringwood
2883,Maroondah City Council,MAROON11042,Ringwood Croquet Club
2884,Maroondah City Council,MAROON11031,Mountain District Horse & Pony Club
2885,Maroondah City Council,MAROON5551,CrossFit Ringwood
2886,Maroondah City Council,MAROON11012,Dorset Golf Course
2887,Maroondah City Council,MAROON11043,Ringwood Golf Course
2888,Maroondah City Council,MAROON11047,Springfield Gridiron Field
2889,Maroondah City Council,MAROON11015,Eclipse Gymnastics Ringwood
2890,Maroondah City Council,MAROON11302,Yarra Valley Grammar School
2891,Maroondah City Council,MAROON4273,Croydon Bowling Club
2892,Maroondah City Council,MAROON11409,Eastwood Golf Bowls Club
2893,Maroondah City Council,MAROON11022,Heathmont Bowls Club
2894,Maroondah City Council,MAROON11040,Ringwood Bowls Club
2895,Maroondah City Council,MAROON11008,Croydon Memorial Pool
2896,Maroondah City Council,MAROON11039,Ringwood Aquatic Centre
2897,Maroondah City Council,MAROON11034,Parkwood Tennis Club
2898,Maroondah City Council,MAROON11041,Ringwood Catholic Tennis Club
2899,Maroondah City Council,MAROON11045,Ringwood Tennis Club
2900,Melbourne City Council,MELBOU10993,Etihad
2901,Melbourne City Council,MELBOU10994,Fawkner Park
2902,Melbourne City Council,MELBOU11004,Goschs Paddock
2903,Melbourne City Council,MELBOU11006,JJ Holland Park
2904,Melbourne City Council,MELBOU11013,MCG
2905,Melbourne City Council,MELBOU11021,North Melbourne Football Ground
2906,Melbourne City Council,MELBOU11023,Princes Park
2907,Melbourne City Council,MELBOU11024,Punt rd Recreation Reserve & Community Pool
2908,Melbourne City Council,MELBOU11026,Royal Park
2909,Melbourne City Council,MELBOU11030,Visy Park
2910,Melbourne City Council,MELBOU10988,Carlton Baths Community Centre
2911,Melbourne City Council,MELBOU11008,Kensington Community Recreation Centre
2912,Melbourne City Council,MELBOU11020,North Melbourne Community Centre
2913,Melbourne City Council,MELBOU11022,North Melbourne Recreation Centre
2914,Melbourne City Council,MELBOU11027,State Netball & Hockey Centre
2915,Melbourne City Council,MELBOU11009,Kings Domain
2916,Melbourne City Council,MELBOU11019,Newmarket Reserve
2917,Melbourne City Council,MELBOU11017,Melbourne Park
2918,Melbourne City Council,MELBOU5424,Yarra Trails
2919,Melbourne City Council,MELBOU10986,Active Melbourne City Sports
2920,Melbourne City Council,MELBOU10987,Beach House City Express
2921,Melbourne City Council,MELBOU10991,Corporate Fitness Club
2922,Melbourne City Council,MELBOU10992,Equilibrium Health & Fitness
2923,Melbourne City Council,MELBOU10995,Fernwood Women's Health Club
2924,Melbourne City Council,MELBOU5529,Fitness First Melbourne CBD Bourke St
2925,Melbourne City Council,MELBOU10998,Fitness First Melbourne Central
2926,Melbourne City Council,MELBOU10999,Fitness First QV Platinum
2927,Melbourne City Council,MELBOU11001,Genesis Flinders st
2928,Melbourne City Council,MELBOU11002,Genesis Southbank
2929,Melbourne City Council,MELBOU11003,Gensis Fitness
2930,Melbourne City Council,MELBOU11005,Jetts Fitness 
2931,Melbourne City Council,MELBOU11010,Ladyworks Fitness Club
2932,Melbourne City Council,MELBOU11011,Lifestyle Fitness Centre 
2933,Melbourne City Council,MELBOU11012,Lifestyle Fitness Centre 
2934,Melbourne City Council,MELBOU11014,Melbourne City Baths
2935,Melbourne City Council,MELBOU11018,Metrobody Health & Fitness
2936,Melbourne City Council,MELBOU11025,RMIT Union Fitness Centre
2937,Melbourne City Council,MELBOU5528,South Pacific Health Club Melbourne CBD
2938,Melbourne City Council,MELBOU11028,Teamfit South
2939,Melbourne City Council,MELBOU11029,TKO Fitness
2940,Melbourne City Council,MELBOU11031,Westpac Centre
2941,Melbourne City Council,MELBOU11032,YMCA Docklands
2942,Melbourne City Council,MELBOU11488,Wesley Lions Gymnastics
2943,Melbourne City Council,MELBOU11299,Beaurepaire Hockey Field
2944,Melbourne City Council,MELBOU4266,City of Melbourne Bowls Club
2945,Melbourne City Council,MELBOU11016,Melbourne Martial Arts Academy
2946,Melbourne City Council,MELBOU11000,Flagstaff Gardens
2947,Melbourne City Council,MELBOU10985,AAMI Park
2948,Melbourne City Council,MELBOU11250,Docklands Yacht Club
2949,Melbourne City Council,MELBOU11189,Melbourne International Shooting Club
2950,Melbourne City Council,MELBOU10990,Carlton Gardens Tennis Club 
2951,Melbourne City Council,MELBOU11007,Kensington Banks Tennis Club
2952,Melton Shire Council,MELTON9051,Brookside Recreation Reserve
2953,Melton Shire Council,MELTON9079,Mount Carberry Reserve
2954,Melton Shire Council,MELTON5641,Bridge Road Sports Precinct
2955,Melton Shire Council,MELTON9073,Melton South Recreation Reserve
2956,Melton Shire Council,MELTON9047,Arnolds Creek Recreation Reserve
2957,Melton Shire Council,MELTON9049,Blackwood Drive Recreation Reserve
2958,Melton Shire Council,MELTON9052,Burnside Heights Recreation Reserve
2959,Melton Shire Council,MELTON9055,Caroline Springs Town Centre Recreation Reserve
2960,Melton Shire Council,MELTON9058,Diggers Rest Recreation Reserve
2961,Melton Shire Council,MELTON9063,Hillside Recreation Reserve
2962,Melton Shire Council,MELTON9066,MacPherson Park Recreation Reserve
2963,Melton Shire Council,MELTON9072,Melton Recreation Reserve
2964,Melton Shire Council,MELTON9085,Rockbank Recreation Reserve
2965,Melton Shire Council,MELTON9054,Caroline Springs Leisure Centre
2966,Melton Shire Council,MELTON9048,Banchory Avenue Tennis Court
2967,Melton Shire Council,MELTON10915,Eynesbury Tennis Centre
2968,Melton Shire Council,MELTON9070,Melton Indoor Recreation Centre
2969,Melton Shire Council,MELTON9071,Melton Indoor Sports Stadium
2970,Melton Shire Council,MELTON9065,Kurunjang Park Recreation Reserve
2971,Melton Shire Council,MELTON9095,Westlakes Recreation Reserve
2972,Melton Shire Council,MELTON9068,Melton Equestrian Park
2973,Melton Shire Council,MELTON9050,Body Style World of Health & Fitness
2974,Melton Shire Council,MELTON9057,Contours Caroline Springs Fitness Studio
2975,Melton Shire Council,MELTON9059,Fernwood Women's Health Clubs
2976,Melton Shire Council,MELTON9060,Genisis Melton
2977,Melton Shire Council,MELTON9062,Healthy Inspirations Melton
2978,Melton Shire Council,MELTON9064,Inch by Inch Body Toning
2979,Melton Shire Council,MELTON9078,Melton Waves Leisure Centre
2980,Melton Shire Council,MELTON9082,Obsessed with Fitness
2981,Melton Shire Council,MELTON9084,Re-Creation Health Club
2982,Melton Shire Council,MELTON10914,Eynesbury Golf Club
2983,Melton Shire Council,MELTON9069,Melton Golf Range
2984,Melton Shire Council,MELTON9077,Melton Valley Golf Course
2985,Melton Shire Council,MELTON9061,Gymnastics Unlimited Caroline Springs
2986,Melton Shire Council,MELTON11489,Melton Gymnastic Academy
2987,Melton Shire Council,MELTON9081,Heathdale Christian College (Formerly Mowbray College)
2988,Melton Shire Council,MELTON11297,Mowbray College
2989,Melton Shire Council,MELTON9089,Diggers Rest Bowling Club
2990,Melton Shire Council,MELTON9067,Melton Bowling Club
2991,Melton Shire Council,MELTON9080,Mount Cottrell Bowls Club
2992,Melton Shire Council,MELTON9096,Westside Martial Arts
2993,Melton Shire Council,MELTON11190,Melton Pistol Club
2994,Melton Shire Council,MELTON9053,Cambrian Way Skate Park
2995,Melton Shire Council,MELTON9074,Melton South Skate Park
2996,Melton Shire Council,MELTON9087,Springside Recreation Reserve
2997,Melton Shire Council,MELTON9075,Melton Squash Central
2998,Melton Shire Council,MELTON9088,Squash Logic Melton
2999,Melton Shire Council,MELTON9090,State Swim Caroline Springs
3000,Melton Shire Council,MELTON9092,Swimmers Learn to Swim
3001,Melton Shire Council,MELTON9097,YMCA Kororoit Creek
3002,Melton Shire Council,MELTON9076,Melton Table Tennis Association (Victoria University)
3003,Melton Shire Council,MELTON9083,Parkwood Green Recreation Reserve
3004,Melton Shire Council,MELTON9086,Springlake Avenue Tennis Court
3005,Melton Shire Council,MELTON9091,Sugar Gum Drive Tennis Court
3006,Melton Shire Council,MELTON9093,Toolern Vale Tennis Courts
3007,Melton Shire Council,MELTON9094,West Melton Tennis Courts
3008,Mildura Rural City Council,MILDUR10998,Walpeup Recreation Reserve
3009,Mildura Rural City Council,MILDUR9128,Old Aerodrome Sporting Complex
3010,Mildura Rural City Council,MILDUR9098,Blackburn Park Recreation Reserve
3011,Mildura Rural City Council,MILDUR9099,Cardross Recreation Reserve
3012,Mildura Rural City Council,MILDUR9105,Henshilwood Recreation Reserve
3013,Mildura Rural City Council,MILDUR9111,Johansen Memorial Recreation Reserve
3014,Mildura Rural City Council,MILDUR9109,Kenny Park Recreation Reserve
3015,Mildura Rural City Council,MILDUR9121,Mildura Recreation Reserve
3016,Mildura Rural City Council,MILDUR9126,Murrayville Recreation Reserve
3017,Mildura Rural City Council,MILDUR10999,Nangiloc Recreation Reserve
3018,Mildura Rural City Council,MILDUR9134,Quandong Park
3019,Mildura Rural City Council,MILDUR9138,Torrita Recreation Reserve
3020,Mildura Rural City Council,MILDUR9141,Underbool Recreation Reserve
3021,Mildura Rural City Council,MILDUR9107,Irymple Community Leisure Centre
3022,Mildura Rural City Council,MILDUR9100,Chaffey Park
3023,Mildura Rural City Council,MILDUR9117,Mildura Basketball Stadium
3024,Mildura Rural City Council,MILDUR9130,Ouyen Community Centre
3025,Mildura Rural City Council,MILDUR9112,Lifestyle Plus Indoor Sports Centre
3026,Mildura Rural City Council,MILDUR11000,Nichols Point Recreation Reserve
3027,Mildura Rural City Council,MILDUR9113,Mansell Reserve
3028,Mildura Rural City Council,MILDUR11362,Mildura Club Grounds
3029,Mildura Rural City Council,MILDUR9101,Club Aquarius
3030,Mildura Rural City Council,MILDUR9103,Fit Mildura
3031,Mildura Rural City Council,MILDUR9104,Fitness Master
3032,Mildura Rural City Council,MILDUR9122,Mildura Waves Aquatic & Leisure Centre
3033,Mildura Rural City Council,MILDUR9115,Merbein Golf Club
3034,Mildura Rural City Council,MILDUR9119,Mildura Golf Club
3035,Mildura Rural City Council,MILDUR9131,Ouyen Golf Club
3036,Mildura Rural City Council,MILDUR9136,Red Cliffs Golf Club
3037,Mildura Rural City Council,MILDUR9140,Underbool Golf Club
3038,Mildura Rural City Council,MILDUR9143,Walpeup Golf Club
3039,Mildura Rural City Council,MILDUR11511,Mildura Gymnastic Club
3040,Mildura Rural City Council,MILDUR9106,Irymple Bowls Club
3041,Mildura Rural City Council,MILDUR9114,Merbein Bowls Club
3042,Mildura Rural City Council,MILDUR9118,Mildura Bowls Club
3043,Mildura Rural City Council,MILDUR9123,Mildura Workingman's Bowls Club
3044,Mildura Rural City Council,MILDUR9124,Murrayville Bowls Club
3045,Mildura Rural City Council,MILDUR9129,Ouyen Bowls Club
3046,Mildura Rural City Council,MILDUR9135,Red Cliffs Bowls Club
3047,Mildura Rural City Council,MILDUR9139,Underbool Bowls Club
3048,Mildura Rural City Council,MILDUR11276,Mildura Motocycle Club
3049,Mildura Rural City Council,MILDUR11278,North West Victorian Motocycle Club
3050,Mildura Rural City Council,MILDUR5495,Nichols Point Reserve
3051,Mildura Rural City Council,MILDUR11251,Lake Hawthorn Sailing Club
3052,Mildura Rural City Council,MILDUR11192,Mildura Pistol Club
3053,Mildura Rural City Council,MILDUR9102,Colignan Swimming Pool
3054,Mildura Rural City Council,MILDUR9108,Irymple Swimming Pool
3055,Mildura Rural City Council,MILDUR9116,Merbein Swimming Pool
3056,Mildura Rural City Council,MILDUR9127,Murrayville Swimming Pool
3057,Mildura Rural City Council,MILDUR9133,Ouyen Swimming Pool
3058,Mildura Rural City Council,MILDUR9137,Red Cliffs Swimming Pool
3059,Mildura Rural City Council,MILDUR9142,Underbool Swimming Pool
3060,Mildura Rural City Council,MILDUR9120,Mildura Lawn Tennis Club
3061,Mildura Rural City Council,MILDUR9132,Ouyen Lawn Tennis Club
3062,Mitchell Shire Council,MITCHE11166,Beveridge Reserve
3063,Mitchell Shire Council,MITCHE11172,Contours Wallan
3064,Mitchell Shire Council,MITCHE11173,Curves Seymour
3065,Mitchell Shire Council,MITCHE11181,Kilmore Leisure Centre
3066,Mitchell Shire Council,MITCHE11190,Seymour Sports and Aquatic Centre
3067,Mitchell Shire Council,MITCHE11199,Totally Fit
3068,Mitchell Shire Council,MITCHE11178,JJ Clancy Reserve
3069,Mitchell Shire Council,MITCHE11171,Chittick Park
3070,Mitchell Shire Council,MITCHE11174,Greenhill Reserve
3071,Mitchell Shire Council,MITCHE11175,Harley Hammond Reserve
3072,Mitchell Shire Council,MITCHE11182,Kings Park Reserve
3073,Mitchell Shire Council,MITCHE11183,LB Davern Reserve
3074,Mitchell Shire Council,MITCHE11194,Tallarook Reserve
3075,Mitchell Shire Council,MITCHE11186,Pyalong Recreation Hall
3076,Mitchell Shire Council,MITCHE11188,RB Robson Stadium
3077,Mitchell Shire Council,MITCHE11200,Wandong Memorial Stadium
3078,Mitchell Shire Council,MITCHE11184,Mitchell Majors Baseball Club
3079,Mitchell Shire Council,MITCHE11169,Broadford Leisure Centre
3080,Mitchell Shire Council,MITCHE11203,Broadford BMX Track
3081,Mitchell Shire Council,MITCHE11187,Pyalong Recreation Reserve
3082,Mitchell Shire Council,MITCHE5377,Anvel Loop
3083,Mitchell Shire Council,MITCHE5299,Carlsrushe West
3084,Mitchell Shire Council,MITCHE5300,Carlsrushe West 2
3085,Mitchell Shire Council,MITCHE5305,Strath Creek Circuit
3086,Mitchell Shire Council,MITCHE5378,Talarook Circuit
3087,Mitchell Shire Council,MITCHE11363,Broadford Common
3088,Mitchell Shire Council,MITCHE11176,Hidden Valley Golf & Country Club
3089,Mitchell Shire Council,MITCHE11364,Kilmore Racecourse Grounds
3090,Mitchell Shire Council,MITCHE11365,Seymour Club Grounds
3091,Mitchell Shire Council,MITCHE11168,Broadford Golf Club
3092,Mitchell Shire Council,MITCHE11180,Kilmore Golf Club
3093,Mitchell Shire Council,MITCHE11185,Pyalong Golf Course
3094,Mitchell Shire Council,MITCHE11167,Broadford Bowling Club
3095,Mitchell Shire Council,MITCHE11415,Kilmore Bowls Club
3096,Mitchell Shire Council,MITCHE11189,Seymour Bowling Club
3097,Mitchell Shire Council,MITCHE11191,Seymour VRI Bowling Club
3098,Mitchell Shire Council,MITCHE11197,Wallan Bowling Club
3099,Mitchell Shire Council,MITCHE11280,Seymour Motocycle Club
3100,Mitchell Shire Council,MITCHE11284,State Motocycling Sports Complex
3101,Mitchell Shire Council,MITCHE11202,Kilmore Skate Park
3102,Mitchell Shire Council,MITCHE11204,Seymour Skate Park
3103,Mitchell Shire Council,MITCHE11205,Wallan Skate Park
3104,Mitchell Shire Council,MITCHE11201,Broadford Outdoor Pool
3105,Mitchell Shire Council,MITCHE11192,Seymour War Memorial Pool
3106,Mitchell Shire Council,MITCHE11193,Tallarook Outdoor Pool
3107,Mitchell Shire Council,MITCHE11179,Kilmore East Recreation Reserve
3108,Mitchell Shire Council,MITCHE11195,Tallarook Tennis Courts
3109,Mitchell Shire Council,MITCHE11196,Tooborac Recreation Reserve
3110,Mitchell Shire Council,MITCHE11198,Wallan Tennis Club
3111,Moira Shire Council,MOIRAS12182,Cobram Scott Reserve
3112,Moira Shire Council,MOIRAS12186,Katamatite Recreation Reserve
3113,Moira Shire Council,MOIRAS12188,Katunga Recreation Reserve and Community Centre
3114,Moira Shire Council,MOIRAS12194,Nathalia Showgrounds and Recreation Reserve
3115,Moira Shire Council,MOIRAS12204,Numurkah Showgrounds Reserve
3116,Moira Shire Council,MOIRAS12207,Picola Recreation Reserve
3117,Moira Shire Council,MOIRAS12213,Strathmerton Recreation Reserve
3118,Moira Shire Council,MOIRAS12215,Tungamah Jubilee Park Recreation Reserve
3119,Moira Shire Council,MOIRAS12218,Waaia Recreation Reserve
3120,Moira Shire Council,MOIRAS12222,Wunghnu Recreation Reserve
3121,Moira Shire Council,MOIRAS12225,Yarrawonga JC Lowe Oval Reserve
3122,Moira Shire Council,MOIRAS12230,Yarroweyah Recreation Reserve
3123,Moira Shire Council,MOIRAS12185,Cobram Sports Stadium
3124,Moira Shire Council,MOIRAS12195,Nathalia Sports & Community Centre & Skate Park
3125,Moira Shire Council,MOIRAS12199,Numurkah BMX
3126,Moira Shire Council,MOIRAS12183,Cobram Showgrounds Reserve
3127,Moira Shire Council,MOIRAS12233,Invergordon Recreation Reserve
3128,Moira Shire Council,MOIRAS12223,Yalca North Recreation Reserve
3129,Moira Shire Council,MOIRAS12226,Yarrawonga Showgrounds Reserve/Victoria Park
3130,Moira Shire Council,MOIRAS12179,Cobram Lawn Tennis Club
3131,Moira Shire Council,MOIRAS11368,Barmah Racecourse Reserve
3132,Moira Shire Council,MOIRAS11369,Floridan Park Reserve
3133,Moira Shire Council,MOIRAS11340,Invergordon-Katandra Club Grounds
3134,Moira Shire Council,MOIRAS11366,Kaarimba Racecourse & Recreation Reserve
3135,Moira Shire Council,MOIRAS12190,Koonoomoo Recreation Reserve
3136,Moira Shire Council,MOIRAS11367,Muckatah Recreation Reserve
3137,Moira Shire Council,MOIRAS11370,Yarrawonga Club Grounds
3138,Moira Shire Council,MOIRAS12198,Numurkah Aquatic & Fitness Centre
3139,Moira Shire Council,MOIRAS12208,Priority Fitness
3140,Moira Shire Council,MOIRAS12192,Nathalia Golf Course 
3141,Moira Shire Council,MOIRAS12201,Numurkah Country Club
3142,Moira Shire Council,MOIRAS12210,St James Golf Club
3143,Moira Shire Council,MOIRAS12211,Strathmerton Golf Course
3144,Moira Shire Council,MOIRAS12178,Cobram Bowls Club 
3145,Moira Shire Council,MOIRAS12191,Nathalia Bowls Club 
3146,Moira Shire Council,MOIRAS12200,Numurkah Bowls Club
3147,Moira Shire Council,MOIRAS12209,St James Bowls & Tennis Club
3148,Moira Shire Council,MOIRAS12216,Tungamah Lawn Bowls
3149,Moira Shire Council,MOIRAS12221,Wunghnu Bowls Club
3150,Moira Shire Council,MOIRAS12224,Yarrawonga Bowls Club 
3151,Moira Shire Council,MOIRAS11267,Cobram Border Junior Motocycle Club
3152,Moira Shire Council,MOIRAS12180,Cobram Motocross Track
3153,Moira Shire Council,MOIRAS12202,Numurkah Go-Kart
3154,Moira Shire Council,MOIRAS12220,Wilby Racecourse and Recreation Reserve
3155,Moira Shire Council,MOIRAS12177,Apex Reserve
3156,Moira Shire Council,MOIRAS12203,Numurkah Netball Club
3157,Moira Shire Council,MOIRAS12229,Yarrawonga Yacht Club
3158,Moira Shire Council,MOIRAS12184,Cobram Skate Park
3159,Moira Shire Council,MOIRAS12197,Numurka Skate Park
3160,Moira Shire Council,MOIRAS12214,Strathmerton Skate Park
3161,Moira Shire Council,MOIRAS12227,Yarrawonga Skate Park
3162,Moira Shire Council,MOIRAS12181,Cobram Outdoor Pool
3163,Moira Shire Council,MOIRAS12196,Nathalia Swimming Pool
3164,Moira Shire Council,MOIRAS12205,Numurkah Swimming Pool
3165,Moira Shire Council,MOIRAS12212,Strathmerton Outdoor Pool
3166,Moira Shire Council,MOIRAS12228,Yarrawonga Swimming Pool
3167,Moira Shire Council,MOIRAS12232,Bundalong Dan Cronin  Recreation Reserve
3168,Moira Shire Council,MOIRAS12231,BAULKAMAUGH RECREATION RESERVE
3169,Moira Shire Council,MOIRAS12219,Baulkamaugh Tennis Courts
3170,Moira Shire Council,MOIRAS12187,Katamatite Tennis Club
